,date,symbol,reportedCurrency,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,sellingGeneralAndAdministrativeExpenses,operatingIncome,interestIncome,interestExpense,incomeBeforeTax,netIncome,operatingIncomeRatio,fillingDate,totalCurrentAssets,totalNonCurrentAssets,totalAssets,totalCurrentLiabilities,totalNonCurrentLiabilities,totalLiabilities,totalEquity,totalLiabilitiesAndTotalEquity,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,cashAtBeginningOfPeriod,cashAtEndOfPeriod,company_name,ceo,phone,website,state,city,country,address,zip,sector,exchangeShortName,exchange,description
1084,2011-09-30,MLTRO.PA,EUR,2011-09-30,2011-09-30,2011,FY,16991000,2964000,0,297000,14000,159000,79000,-41000,0.017479842,2011-09-30,5474000,10370000,15844000,8728000,1862000,10590000,5254000,15844000,-841000,1994000,-2536000,1643000,259000,TROC DE L'ILE SA, Dominique Munier,33490151413,https://www.troc.com,PAYS DE LA LOIRE,LES ANGLES,FR,Quartier de Dinarelle 2 rue des Alizes,30133,Consumer Cyclical,EURONEXT,Paris,"TROC DE L'ILE SA sells second-hand articles through its troc.com Website. The company offers furnishings for bedrooms, dining rooms, sitting rooms, offices, kitchens, and bathrooms, as well as storage, garden, business, and occasional furniture; and decorative items, which include table arts, collections, clock and watch-making-measuring instruments, pictures, sculptures, knickknacks-decorative objects, mirrors, other decoration items, costume jewelry and accessories, carpets, and light fittings. It also provides electrical goods, including large and small electrical goods, heating products, and air conditioning units; do-it-yourself products that include tools, ironmongery-taps, joinery, home security automation products, materials, garden and swimming pool equipment, and pet products; and leisure products, such as weight training products, cycles and rollers, mountain and water sports products, racquet and other sports equipment, camping products, vehicle equipment, leather goods, and team sports products. In addition, the company offers child welfare products consisting of equipment for outings, car seats, toys, furniture, safety products, and baby health food; video and audio products, including HIFI and sound products, car electronics, video and photo products, and optical products; multi-media products, such as telephones, information technology products, games, consoles, software products, and video games; and products related to culture, including DVD CD records, books, games, and musical instruments. TROC DE L'ILE SA is based in Les Angles, France. As of March 26, 2019, TROC DE L'ILE SA operates as a subsidiary of Happy Cash SAS."
1085,2010-09-30,MLTRO.PA,EUR,2010-09-30,2010-09-30,2010,FY,21793000,3177000,0,-3518000,0,191000,-3666000,-3414000,-0.161427981,2010-09-30,8135000,11924000,20059000,11916000,2779000,14695000,5364000,20059000,-1903000,595000,-123000,3074000,1643000,TROC DE L'ILE SA, Dominique Munier,33490151413,https://www.troc.com,PAYS DE LA LOIRE,LES ANGLES,FR,Quartier de Dinarelle 2 rue des Alizes,30133,Consumer Cyclical,EURONEXT,Paris,"TROC DE L'ILE SA sells second-hand articles through its troc.com Website. The company offers furnishings for bedrooms, dining rooms, sitting rooms, offices, kitchens, and bathrooms, as well as storage, garden, business, and occasional furniture; and decorative items, which include table arts, collections, clock and watch-making-measuring instruments, pictures, sculptures, knickknacks-decorative objects, mirrors, other decoration items, costume jewelry and accessories, carpets, and light fittings. It also provides electrical goods, including large and small electrical goods, heating products, and air conditioning units; do-it-yourself products that include tools, ironmongery-taps, joinery, home security automation products, materials, garden and swimming pool equipment, and pet products; and leisure products, such as weight training products, cycles and rollers, mountain and water sports products, racquet and other sports equipment, camping products, vehicle equipment, leather goods, and team sports products. In addition, the company offers child welfare products consisting of equipment for outings, car seats, toys, furniture, safety products, and baby health food; video and audio products, including HIFI and sound products, car electronics, video and photo products, and optical products; multi-media products, such as telephones, information technology products, games, consoles, software products, and video games; and products related to culture, including DVD CD records, books, games, and musical instruments. TROC DE L'ILE SA is based in Les Angles, France. As of March 26, 2019, TROC DE L'ILE SA operates as a subsidiary of Happy Cash SAS."
1086,2021-12-31,FGR.PA,EUR,2021-12-31,2021-12-31,2021,FY,19208000000,3191000000,8356000000,1868000000,11000000,257000000,1613000000,777000000,0.097251145,2021-12-31,13211000000,20564000000,33775000000,12613000000,14366000000,26979000000,6796000000,33775000000,2740000000,-950000000,-2135000000,5067000000,4724000000,Eiffage SA,Mr. Benoit de Ruffray,33134658989,https://www.eiffage.com,ILE-DE-FRANCE,VELIZY VILLACOUBLAY,FR,3-7 place de l'Europe,78140,Industrials,EURONEXT,Paris,"Eiffage SA engages in the construction, infrastructure, energy systems, and concessions businesses in France and internationally. The company's Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services for public and private-sector customers. Its Infrastructure segment is involved in the civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The company's Energy Systems segment designs, constructs, integrates, operates, and maintains of energy and telecommunication systems and installations. Its Concessions segment finances, designs, builds, maintains, and services motorways and other large infrastructure projects, public facilities, and buildings and urban developments, as well as operates toll structures under concessions and public-private partnerships. The company was incorporated in 1920 and is headquartered in V?lizy-Villacoublay, France."
1087,2020-12-31,FGR.PA,EUR,2020-12-31,2020-12-31,2020,FY,16661000000,2910000000,7047000000,1193000000,12000000,265000000,944000000,375000000,0.071604345,2020-12-31,12993000000,20728000000,33721000000,12508000000,14740000000,27248000000,6473000000,33721000000,2204000000,-868000000,-716000000,4293000000,5067000000,Eiffage SA,Mr. Benoit de Ruffray,33134658989,https://www.eiffage.com,ILE-DE-FRANCE,VELIZY VILLACOUBLAY,FR,3-7 place de l'Europe,78140,Industrials,EURONEXT,Paris,"Eiffage SA engages in the construction, infrastructure, energy systems, and concessions businesses in France and internationally. The company's Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services for public and private-sector customers. Its Infrastructure segment is involved in the civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The company's Energy Systems segment designs, constructs, integrates, operates, and maintains of energy and telecommunication systems and installations. Its Concessions segment finances, designs, builds, maintains, and services motorways and other large infrastructure projects, public facilities, and buildings and urban developments, as well as operates toll structures under concessions and public-private partnerships. The company was incorporated in 1920 and is headquartered in V?lizy-Villacoublay, France."
1088,2021-09-30,ARAMI.PA,EUR,2021-09-30,2021-09-30,2021,FY,1263831000,1039850000,0,-8892000,0,3217000,-12853000,-15663000,-0.007035751,2021-09-30,332586000,179189000,511774000,160121000,78930000,239051000,272723000,511774000,-33141000,-53919000,153650000,39618000,106307000,Aramis Group SAS,,33 1 49 12 36 62,https://aramis.group,,Arcueil,FR,23 avenue Aristide Briand,94110,Consumer Cyclical,EURONEXT,Paris,"Aramis Group SAS engages in the online sale of used cars in Europe. It operates Aramisauto, Cardoen, and Clicars brands in France, Belgium, and Spain, as well as CarSupermarket platform in the United Kingdom. The company was founded in 2001 and is headquartered in Arcueil, France."
1089,2020-09-30,ARAMI.PA,EUR,2020-09-30,2020-09-30,2020,FY,1094033000,903863000,0,10821000,0,3266000,5751000,-3421000,0.009890927,2020-09-30,152106000,91373000,243479000,114786000,85685000,200471000,43008000,243479000,47029000,-7394000,-12054000,12037000,39618000,Aramis Group SAS,,33 1 49 12 36 62,https://aramis.group,,Arcueil,FR,23 avenue Aristide Briand,94110,Consumer Cyclical,EURONEXT,Paris,"Aramis Group SAS engages in the online sale of used cars in Europe. It operates Aramisauto, Cardoen, and Clicars brands in France, Belgium, and Spain, as well as CarSupermarket platform in the United Kingdom. The company was founded in 2001 and is headquartered in Arcueil, France."
1090,2021-12-31,FLY.PA,EUR,2021-12-31,2021-12-31,2021,FY,174634000,8784000,0,135109000,17000,26580000,359296000,292041000,0.773669503,2021-12-31,164316000,7567014000,7731331000,517332000,1730000000,2247332000,5483999000,7731331000,110371000,134372000,-140783000,10921000,114881000,Soci?t? Fonci?re Lyonnaise,Mr. Nicolas Reynaud,33142972700,https://www.fonciere-lyonnaise.com,ILE-DE-FRANCE,Paris,FR,42 rue Washington,75008,Real Estate,EURONEXT,Paris,"Leader in the prime segment of the Parisian commercial real estate market, Soci?t? Fonci?re Lyonnaise stands out for the quality of its property portfolio, which is valued at ¢æ7.2 billion and is focused on the Central Business District of Paris (#cloud.paris, Edouard VII, Washington Plaza, etc.), and for the quality of its client portfolio, which is composed of prestigious companies in the consulting, media, digital, luxury, finance and insurance sectors. As France's oldest property company, SFL demonstrates year after year an unwavering commitment to its strategy focused on creating a high value in use for users and, ultimately, substantial appraisal values for its properties. Soci?t? Fonci?re Lyonnaise SA operates as a subsidiary of Inmobiliaria Colonial, SOCIMI, S.A."
1091,2020-12-31,FLY.PA,EUR,2020-12-31,2020-12-31,2020,FY,182424000,8302000,0,153496000,17000,26426000,294804000,286879000,0.841424374,2020-12-31,360223000,7130570000,7490793000,570699000,1723126000,2293825000,5196968000,7490793000,106950000,-115370000,-34661000,54002000,10921000,Soci?t? Fonci?re Lyonnaise,Mr. Nicolas Reynaud,33142972700,https://www.fonciere-lyonnaise.com,ILE-DE-FRANCE,Paris,FR,42 rue Washington,75008,Real Estate,EURONEXT,Paris,"Leader in the prime segment of the Parisian commercial real estate market, Soci?t? Fonci?re Lyonnaise stands out for the quality of its property portfolio, which is valued at ¢æ7.2 billion and is focused on the Central Business District of Paris (#cloud.paris, Edouard VII, Washington Plaza, etc.), and for the quality of its client portfolio, which is composed of prestigious companies in the consulting, media, digital, luxury, finance and insurance sectors. As France's oldest property company, SFL demonstrates year after year an unwavering commitment to its strategy focused on creating a high value in use for users and, ultimately, substantial appraisal values for its properties. Soci?t? Fonci?re Lyonnaise SA operates as a subsidiary of Inmobiliaria Colonial, SOCIMI, S.A."
1092,2021-09-30,EXE.PA,EUR,2021-09-30,2021-09-30,2021,FY,876770000,570105000,0,57895000,586000,3158000,57876000,43482000,0.066032141,2021-09-30,509773000,271583000,781356000,298447000,92943000,391390000,389966000,781356000,61574000,-12993000,-26224000,45269000,70125000,EXEL Industries SA,Mr. Guerric Ballu,33171704950,https://www.exel-industries.com,GRAND EST,Epernay,FR,"54 Rue Marcel Paul, Bp 195",75009,Industrials,EURONEXT,Paris,"EXEL Industries SA designs, manufactures, and markets agricultural spraying equipment worldwide. The company offers garden watering and spraying equipment; industrial spraying equipment; and leisure and garden equipment. In addition, it provides sugar beet harvesters; technical hoses; ocean-going yachts, prestigious day-sailers, and neo-classic fishing and open powerboats. The company offers its products under the Hardi, Evrard, Berthoud, Tecnoma, Nicolas, Matrot, CMC, Agrifac, Apache, Wauquiez, Rh?a-Marine, Tofinou, Hozelock, Laser, HOLMER, SAMES KREMLIN, TRICOFLEX, and Cooper Pegler brands. EXEL Industries SA was incorporated in 1952 and is based in Paris, France."
1093,2020-09-30,EXE.PA,EUR,2020-09-30,2020-09-30,2020,FY,754378000,499621000,0,35346000,581000,3727000,-5625000,-10687000,0.046854495,2020-09-30,497849000,266780000,764629000,317635000,105447000,423082000,341547000,764629000,53866000,-59190000,4603000,47911000,45269000,EXEL Industries SA,Mr. Guerric Ballu,33171704950,https://www.exel-industries.com,GRAND EST,Epernay,FR,"54 Rue Marcel Paul, Bp 195",75009,Industrials,EURONEXT,Paris,"EXEL Industries SA designs, manufactures, and markets agricultural spraying equipment worldwide. The company offers garden watering and spraying equipment; industrial spraying equipment; and leisure and garden equipment. In addition, it provides sugar beet harvesters; technical hoses; ocean-going yachts, prestigious day-sailers, and neo-classic fishing and open powerboats. The company offers its products under the Hardi, Evrard, Berthoud, Tecnoma, Nicolas, Matrot, CMC, Agrifac, Apache, Wauquiez, Rh?a-Marine, Tofinou, Hozelock, Laser, HOLMER, SAMES KREMLIN, TRICOFLEX, and Cooper Pegler brands. EXEL Industries SA was incorporated in 1952 and is based in Paris, France."
1094,2020-12-31,COH.PA,EUR,2020-12-31,2020-12-31,2020,FY,11401000,0,2371000,-1994000,0,67000,-2061000,-2020000,-0.174896939,2020-12-31,13298000,10333000,23631000,9868000,4781000,14649000,8982000,23631000,2610000,-1580000,1330000,2933000,5292000,Coheris SA,Mr. OLIVIER DELLENBACH,33157326060,https://www.coheris.com,ILE-DE-FRANCE,Suresnes,FR,4 rue du Port aux Vins,92150,Technology,EURONEXT,Paris,"Coheris SA provides customer relationship management (CRM), customer insight, and analytics solutions in France and internationally. The company offers CRM Customer Service, a customer relationship management solution; Sales Force CRM, a sales force management solution; and Marketing CRM that optimizes the marketing activities and emailing campaigns. It also provides Coheris CRM Nomad, a solution to manage sales operations offline; and Coheris CRM Merch, a tool that enhance merchandising to support the negotiation and the decision-making. In addition, the company offers cloud solution, a secure technical infrastructure. It serves customers in insurance and mutual insurance; retail; banking and finance; cosmetics and pharmaceuticals; CPG; education, studies, and research; media, studies, and telecommunication; public; services; and other sectors. The company was founded in 1994 and is based in Suresnes, France. Coheris SA is as subsidiary of ChapsVision."
